Usa Beverage Retailer  Dataset,,,,,,,,,,,
,,,,,,,,,,,
Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
BevCo,1185732,11/23/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.55 ,"1,750",$963 ,$385 ,40%
BevCo,1185732,11/24/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.55 ,"1,500",$825 ,$330 ,40%
BevCo,1185732,11/25/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.65 ,"1,500",$975 ,$341 ,35%
BevCo,1185732,11/26/2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.70 ,"3,000","$2,100 ",$630 ,30%
BevCo,1185732,11/27/2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.65 ,"5,000","$3,250 ","$1,788 ",55%
BevCo,1185732,11/28/2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.60 ,"3,000","$1,800 ",$630 ,35%
BevCo,1185732,11/29/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.55 ,"2,250","$1,238 ",$495 ,40%
BevCo,1185732,11/30/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.55 ,"1,750",$963 ,$385 ,40%
BevCo,1185732,12/1/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.65 ,"2,000","$1,300 ",$455 ,35%
BevCo,1185732,12/2/2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.70 ,"3,750","$2,625 ",$788 ,30%
BevCo,1185732,12/3/2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.65 ,"5,250","$3,413 ","$1,877 ",55%
BevCo,1185732,12/4/2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.60 ,"3,000","$1,800 ",$630 ,35%
BevCo,1185732,12/5/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.55 ,"2,250","$1,238 ",$495 ,40%
BevCo,1185732,12/6/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.55 ,"2,000","$1,100 ",$440 ,40%
BevCo,1185732,12/7/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.65 ,"1,750","$1,138 ",$398 ,35%
BevCo,1185732,12/8/2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.70 ,"3,500","$2,450 ",$735 ,30%
BevCo,1185732,12/9/2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.65 ,"4,750","$3,088 ","$1,544 ",50%
BevCo,1185732,12/10/2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.50 ,"2,750","$1,375 ",$413 ,30%
BevCo,1185732,12/11/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.45 ,"2,000",$900 ,$315 ,35%
BevCo,1185732,12/12/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.45 ,"1,750",$788 ,$276 ,35%
BevCo,1185732,12/13/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.55 ,"1,250",$688 ,$206 ,30%
BevCo,1185732,12/14/2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.60 ,"2,250","$1,350 ",$338 ,25%
BevCo,1185732,12/15/2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.60 ,"4,000","$2,400 ","$1,200 ",50%
BevCo,1185732,12/16/2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.50 ,"2,250","$1,125 ",$338 ,30%
BevCo,1185732,12/17/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.50 ,"1,250",$625 ,$219 ,35%
BevCo,1185732,12/18/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.50 ,"1,000",$500 ,$175 ,35%
BevCo,1185732,12/19/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.60 ,"1,000",$600 ,$180 ,30%
BevCo,1185732,12/20/2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.65 ,"2,250","$1,463 ",$366 ,25%
BevCo,1185732,12/21/2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.70 ,"3,750","$2,625 ","$1,444 ",55%
BevCo,1185732,12/22/2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.60 ,"2,000","$1,200 ",$420 ,35%
BevCo,1185732,12/23/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.60 ,"1,950","$1,170 ",$468 ,40%
BevCo,1185732,12/24/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.60 ,"1,750","$1,050 ",$420 ,40%
BevCo,1185732,12/25/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.70 ,"1,500","$1,050 ",$368 ,35%
BevCo,1185732,12/26/2023,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.75 ,"2,500","$1,875 ",$563 ,30%
BevCo,1185732,12/27/2023,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.70 ,"4,750","$3,325 ","$1,829 ",55%
BevCo,1185732,12/28/2023,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.60 ,"2,750","$1,650 ",$578 ,35%
BevCo,1185732,12/29/2023,Northeast,Pennsylvania,Philadelphia,Sprite,$0.60 ,"2,250","$1,350 ",$540 ,40%
BevCo,1185732,12/30/2023,Northeast,Pennsylvania,Philadelphia,Fanta,$0.60 ,"1,750","$1,050 ",$420 ,40%
BevCo,1185732,12/31/2023,Northeast,Pennsylvania,Philadelphia,Powerade,$0.70 ,"1,750","$1,225 ",$429 ,35%
BevCo,1185732,1/1/2022,Northeast,Pennsylvania,Philadelphia,Dasani Water,$0.75 ,"2,750","$2,063 ",$619 ,30%
West Soda,1128299,1/2/2022,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.35 ,"4,500","$1,575 ",$630 ,40%
West Soda,1128299,1/3/2022,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.45 ,"4,500","$2,025 ",$506 ,25%
West Soda,1128299,1/4/2022,Northeast,Pennsylvania,Philadelphia,Sprite,$0.45 ,"4,500","$2,025 ",$810 ,40%
West Soda,1128299,1/5/2022,Northeast,Pennsylvania,Philadelphia,Fanta,$0.45 ,"3,000","$1,350 ",$473 ,35%
West Soda,1128299,1/6/2022,West,Nevada,Las Vegas,Powerade,$0.50 ,"2,500","$1,250 ",$688 ,55%
West Soda,1128299,1/7/2022,West,Nevada,Las Vegas,Dasani Water,$0.45 ,"4,750","$2,138 ",$428 ,20%
West Soda,1128299,1/8/2022,West,Nevada,Las Vegas,Coca-Cola,$0.35 ,"5,250","$1,838 ",$735 ,40%
West Soda,1128299,1/9/2022,West,Nevada,Las Vegas,Diet Coke,$0.45 ,"4,250","$1,913 ",$478 ,25%
West Soda,1128299,1/10/2022,West,Nevada,Las Vegas,Sprite,$0.45 ,"4,250","$1,913 ",$765 ,40%
West Soda,1128299,1/11/2022,West,Nevada,Las Vegas,Fanta,$0.45 ,"2,750","$1,238 ",$433 ,35%
West Soda,1128299,1/12/2022,West,Nevada,Las Vegas,Powerade,$0.50 ,"2,000","$1,000 ",$550 ,55%
West Soda,1128299,1/13/2022,West,Nevada,Las Vegas,Dasani Water,$0.45 ,"4,000","$1,800 ",$360 ,20%
West Soda,1128299,1/14/2022,West,Nevada,Las Vegas,Coca-Cola,$0.45 ,"5,500","$2,475 ",$990 ,40%
West Soda,1128299,1/15/2022,West,Nevada,Las Vegas,Diet Coke,$0.55 ,"4,000","$2,200 ",$550 ,25%
West Soda,1128299,1/16/2022,West,Nevada,Las Vegas,Sprite,$0.55 ,"4,000","$2,200 ",$880 ,40%
West Soda,1128299,1/17/2022,West,Nevada,Las Vegas,Fanta,$0.55 ,"3,000","$1,650 ",$578 ,35%
West Soda,1128299,1/18/2022,West,Nevada,Las Vegas,Powerade,$0.60 ,"1,750","$1,050 ",$578 ,55%
West Soda,1128299,1/19/2022,West,Nevada,Las Vegas,Dasani Water,$0.55 ,"3,750","$2,063 ",$413 ,20%
West Soda,1128299,1/20/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"5,500","$3,300 ","$1,320 ",40%
West Soda,1128299,1/21/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"3,500","$2,275 ",$569 ,25%
West Soda,1128299,1/22/2022,West,Nevada,Las Vegas,Sprite,$0.65 ,"4,000","$2,600 ","$1,040 ",40%
West Soda,1128299,1/23/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"3,000","$1,800 ",$630 ,35%
West Soda,1128299,1/24/2022,West,Nevada,Las Vegas,Powerade,$0.65 ,"2,000","$1,300 ",$715 ,55%
West Soda,1128299,1/25/2022,West,Nevada,Las Vegas,Dasani Water,$0.80 ,"3,500","$2,800 ",$560 ,20%
West Soda,1128299,1/26/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"5,500","$3,300 ","$1,485 ",45%
West Soda,1128299,1/27/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"4,000","$2,600 ",$780 ,30%
West Soda,1128299,1/28/2022,West,Nevada,Las Vegas,Sprite,$0.65 ,"4,000","$2,600 ","$1,170 ",45%
West Soda,1128299,1/29/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"3,000","$1,800 ",$720 ,40%
West Soda,1128299,1/30/2022,West,Nevada,Las Vegas,Powerade,$0.65 ,"2,000","$1,300 ",$780 ,60%
West Soda,1128299,1/31/2022,West,Nevada,Las Vegas,Dasani Water,$0.80 ,"4,500","$3,600 ",$900 ,25%
West Soda,1128299,2/1/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"7,000","$4,200 ","$1,890 ",45%
West Soda,1128299,2/2/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"5,500","$3,575 ","$1,073 ",30%
West Soda,1128299,2/3/2022,West,Nevada,Las Vegas,Sprite,$0.65 ,"5,500","$3,575 ","$1,609 ",45%
West Soda,1128299,2/4/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"4,250","$2,550 ","$1,020 ",40%
West Soda,1128299,2/5/2022,West,Nevada,Las Vegas,Powerade,$0.65 ,"3,000","$1,950 ","$1,170 ",60%
West Soda,1128299,2/6/2022,West,Nevada,Las Vegas,Dasani Water,$0.80 ,"6,000","$4,800 ","$1,200 ",25%
West Soda,1128299,2/7/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"7,500","$4,500 ","$1,800 ",40%
West Soda,1128299,2/8/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"6,000","$3,900 ",$975 ,25%
West Soda,1128299,2/9/2022,West,Nevada,Las Vegas,Sprite,$0.65 ,"5,500","$3,575 ","$1,430 ",40%
West Soda,1128299,2/10/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"4,500","$2,700 ",$945 ,35%
West Soda,1128299,2/11/2022,West,Nevada,Las Vegas,Powerade,$0.65 ,"5,000","$3,250 ","$1,788 ",55%
West Soda,1128299,2/12/2022,West,Nevada,Las Vegas,Dasani Water,$0.80 ,"5,000","$4,000 ",$800 ,20%
West Soda,1128299,2/13/2022,West,Nevada,Las Vegas,Coca-Cola,$0.65 ,"7,000","$4,550 ","$1,820 ",40%
West Soda,1128299,2/14/2022,West,Nevada,Las Vegas,Diet Coke,$0.70 ,"6,500","$4,550 ","$1,138 ",25%
West Soda,1128299,2/15/2022,West,Nevada,Las Vegas,Sprite,$0.65 ,"5,250","$3,413 ","$1,365 ",40%
West Soda,1128299,2/16/2022,West,Nevada,Las Vegas,Fanta,$0.65 ,"4,750","$3,088 ","$1,081 ",35%
West Soda,1128299,2/17/2022,West,Nevada,Las Vegas,Powerade,$0.75 ,"4,750","$3,563 ","$1,959 ",55%
West Soda,1128299,2/18/2022,West,Nevada,Las Vegas,Dasani Water,$0.80 ,"4,000","$3,200 ",$640 ,20%
West Soda,1128299,2/19/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"6,000","$3,600 ","$1,260 ",35%
West Soda,1128299,2/20/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"6,000","$3,900 ",$780 ,20%
West Soda,1128299,2/21/2022,West,Nevada,Las Vegas,Sprite,$0.60 ,"4,500","$2,700 ",$945 ,35%
West Soda,1128299,2/22/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"4,000","$2,400 ",$720 ,30%
West Soda,1128299,2/23/2022,West,Nevada,Las Vegas,Powerade,$0.70 ,"4,000","$2,800 ","$1,400 ",50%
West Soda,1128299,2/24/2022,West,Nevada,Las Vegas,Dasani Water,$0.75 ,"4,500","$3,375 ",$506 ,15%
West Soda,1128299,2/25/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"5,500","$3,300 ","$1,155 ",35%
West Soda,1128299,2/26/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"5,500","$3,575 ",$715 ,20%
West Soda,1128299,2/27/2022,West,Nevada,Las Vegas,Sprite,$0.60 ,"3,750","$2,250 ",$788 ,35%
West Soda,1128299,2/28/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"3,500","$2,100 ",$630 ,30%
West Soda,1128299,3/1/2022,West,Nevada,Las Vegas,Powerade,$0.70 ,"3,250","$2,275 ","$1,138 ",50%
West Soda,1128299,3/2/2022,West,Nevada,Las Vegas,Dasani Water,$0.75 ,"3,750","$2,813 ",$422 ,15%
West Soda,1128299,3/3/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"5,750","$3,450 ","$1,208 ",35%
West Soda,1128299,3/4/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"5,750","$3,738 ",$748 ,20%
West Soda,1128299,3/5/2022,West,Nevada,Las Vegas,Sprite,$0.60 ,"4,250","$2,550 ",$893 ,35%
West Soda,1128299,3/6/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"4,000","$2,400 ",$720 ,30%
West Soda,1128299,3/7/2022,West,Nevada,Las Vegas,Powerade,$0.70 ,"3,500","$2,450 ","$1,225 ",50%
West Soda,1128299,3/8/2022,West,Nevada,Las Vegas,Dasani Water,$0.75 ,"4,750","$3,563 ",$534 ,15%
West Soda,1128299,3/9/2022,West,Nevada,Las Vegas,Coca-Cola,$0.60 ,"6,750","$4,050 ","$1,418 ",35%
West Soda,1128299,3/10/2022,West,Nevada,Las Vegas,Diet Coke,$0.65 ,"6,750","$4,388 ",$878 ,20%
West Soda,1128299,3/11/2022,West,Nevada,Las Vegas,Sprite,$0.60 ,"4,750","$2,850 ",$998 ,35%
West Soda,1128299,3/12/2022,West,Nevada,Las Vegas,Fanta,$0.60 ,"4,750","$2,850 ",$855 ,30%
West Soda,1128299,3/13/2022,West,Nevada,Las Vegas,Powerade,$0.70 ,"4,000","$2,800 ","$1,400 ",50%
West Soda,1128299,3/14/2022,West,Nevada,Las Vegas,Dasani Water,$0.75 ,"5,000","$3,750 ",$563 ,15%
West Soda,1128299,3/15/2022,West,Nevada,Las Vegas,Coca-Cola,$0.30 ,"4,250","$1,275 ",$446 ,35%
West Soda,1128299,3/16/2022,West,Nevada,Las Vegas,Diet Coke,$0.40 ,"4,250","$1,700 ",$340 ,20%
West Soda,1128299,3/17/2022,West,Nevada,Las Vegas,Sprite,$0.40 ,"4,250","$1,700 ",$595 ,35%
West Soda,1128299,3/18/2022,West,Nevada,Las Vegas,Fanta,$0.40 ,"2,750","$1,100 ",$330 ,30%
West Soda,1128299,3/19/2022,West,Colorado,Denver,Powerade,$0.45 ,"2,250","$1,013 ",$506 ,50%
West Soda,1128299,3/20/2022,West,Colorado,Denver,Dasani Water,$0.40 ,"4,750","$1,900 ",$285 ,15%
West Soda,1128299,3/21/2022,West,Colorado,Denver,Coca-Cola,$0.30 ,"5,250","$1,575 ",$551 ,35%
West Soda,1128299,3/22/2022,West,Colorado,Denver,Diet Coke,$0.40 ,"4,250","$1,700 ",$340 ,20%
West Soda,1128299,3/23/2022,West,Colorado,Denver,Sprite,$0.40 ,"4,250","$1,700 ",$595 ,35%
West Soda,1128299,3/24/2022,West,Colorado,Denver,Fanta,$0.40 ,"2,750","$1,100 ",$330 ,30%
West Soda,1128299,3/25/2022,West,Colorado,Denver,Powerade,$0.45 ,"2,000",$900 ,$450 ,50%
West Soda,1128299,3/26/2022,West,Colorado,Denver,Dasani Water,$0.40 ,"4,000","$1,600 ",$240 ,15%
West Soda,1128299,3/27/2022,West,Colorado,Denver,Coca-Cola,$0.40 ,"5,500","$2,200 ",$770 ,35%
West Soda,1128299,3/28/2022,West,Colorado,Denver,Diet Coke,$0.50 ,"4,000","$2,000 ",$400 ,20%
West Soda,1128299,3/29/2022,West,Colorado,Denver,Sprite,$0.55 ,"4,000","$2,200 ",$770 ,35%
West Soda,1128299,3/30/2022,West,Colorado,Denver,Fanta,$0.55 ,"3,000","$1,650 ",$495 ,30%
West Soda,1128299,3/31/2022,West,Colorado,Denver,Powerade,$0.60 ,"1,500",$900 ,$450 ,50%
West Soda,1128299,4/1/2022,West,Colorado,Denver,Dasani Water,$0.55 ,"3,500","$1,925 ",$289 ,15%
West Soda,1128299,4/2/2022,West,Colorado,Denver,Coca-Cola,$0.60 ,"5,250","$3,150 ","$1,103 ",35%
West Soda,1128299,4/3/2022,West,Colorado,Denver,Diet Coke,$0.65 ,"3,250","$2,113 ",$423 ,20%
West Soda,1128299,4/4/2022,West,Colorado,Denver,Sprite,$0.65 ,"3,750","$2,438 ",$853 ,35%
West Soda,1128299,4/5/2022,West,Colorado,Denver,Fanta,$0.60 ,"2,750","$1,650 ",$495 ,30%
West Soda,1128299,4/6/2022,West,Colorado,Denver,Powerade,$0.65 ,"1,750","$1,138 ",$569 ,50%
West Soda,1128299,4/7/2022,West,Colorado,Denver,Dasani Water,$0.80 ,"3,250","$2,600 ",$390 ,15%
West Soda,1128299,4/8/2022,West,Colorado,Denver,Coca-Cola,$0.60 ,"5,250","$3,150 ","$1,575 ",50%
West Soda,1128299,4/9/2022,West,Colorado,Denver,Diet Coke,$0.65 ,"3,750","$2,438 ",$853 ,35%
West Soda,1128299,4/10/2022,West,Colorado,Denver,Sprite,$0.65 ,"3,750","$2,438 ","$1,219 ",50%
West Soda,1128299,4/11/2022,West,Colorado,Denver,Fanta,$0.60 ,"2,750","$1,650 ",$743 ,45%
West Soda,1128299,4/12/2022,West,Colorado,Denver,Powerade,$0.65 ,"1,750","$1,138 ",$739 ,65%
West Soda,1128299,4/13/2022,West,Colorado,Denver,Dasani Water,$0.80 ,"4,750","$3,800 ","$1,140 ",30%
West Soda,1128299,4/14/2022,West,Colorado,Denver,Coca-Cola,$0.60 ,"7,250","$4,350 ","$2,175 ",50%
West Soda,1128299,4/15/2022,West,Colorado,Denver,Diet Coke,$0.65 ,"5,750","$3,738 ","$1,308 ",35%
West Soda,1128299,4/16/2022,West,Colorado,Denver,Sprite,$0.65 ,"5,750","$3,738 ","$1,869 ",50%
West Soda,1128299,4/17/2022,West,Colorado,Denver,Fanta,$0.65 ,"4,500","$2,925 ","$1,316 ",45%
West Soda,1128299,4/18/2022,West,Colorado,Denver,Powerade,$0.70 ,"3,250","$2,275 ","$1,479 ",65%
West Soda,1128299,4/19/2022,West,Colorado,Denver,Dasani Water,$0.85 ,"6,250","$5,313 ","$1,594 ",30%
West Soda,1128299,4/20/2022,West,Colorado,Denver,Coca-Cola,$0.65 ,"7,750","$5,038 ","$2,267 ",45%
West Soda,1128299,4/21/2022,West,Colorado,Denver,Diet Coke,$0.70 ,"6,250","$4,375 ","$1,313 ",30%
West Soda,1128299,4/22/2022,West,Colorado,Denver,Sprite,$0.70 ,"5,750","$4,025 ","$1,811 ",45%
West Soda,1128299,4/23/2022,West,Colorado,Denver,Fanta,$0.65 ,"4,750","$3,088 ","$1,235 ",40%
West Soda,1128299,4/24/2022,West,Colorado,Denver,Powerade,$0.70 ,"5,250","$3,675 ","$2,205 ",60%
West Soda,1128299,4/25/2022,West,Colorado,Denver,Dasani Water,$0.85 ,"5,250","$4,463 ","$1,116 ",25%
West Soda,1128299,4/26/2022,West,Colorado,Denver,Coca-Cola,$0.70 ,"7,250","$5,075 ","$2,284 ",45%
West Soda,1128299,4/27/2022,West,Colorado,Denver,Diet Coke,$0.75 ,"6,750","$5,063 ","$1,519 ",30%
West Soda,1128299,4/28/2022,West,Colorado,Denver,Sprite,$0.70 ,"5,500","$3,850 ","$1,733 ",45%
West Soda,1128299,4/29/2022,West,Colorado,Denver,Fanta,$0.70 ,"5,000","$3,500 ","$1,400 ",40%
West Soda,1128299,4/30/2022,West,Colorado,Denver,Powerade,$0.75 ,"5,000","$3,750 ","$2,250 ",60%
West Soda,1128299,5/1/2022,West,Colorado,Denver,Dasani Water,$0.80 ,"4,000","$3,200 ",$800 ,25%
West Soda,1128299,5/2/2022,West,Colorado,Denver,Coca-Cola,$0.65 ,"6,000","$3,900 ","$1,560 ",40%
West Soda,1128299,5/3/2022,West,Colorado,Denver,Diet Coke,$0.70 ,"6,000","$4,200 ","$1,050 ",25%
West Soda,1128299,5/4/2022,West,Colorado,Denver,Sprite,$0.65 ,"4,500","$2,925 ","$1,170 ",40%
West Soda,1128299,5/5/2022,West,Colorado,Denver,Fanta,$0.65 ,"4,000","$2,600 ",$910 ,35%
West Soda,1128299,5/6/2022,West,Colorado,Denver,Powerade,$0.75 ,"4,000","$3,000 ","$1,650 ",55%
West Soda,1128299,5/7/2022,West,Colorado,Denver,Dasani Water,$0.70 ,"4,250","$2,975 ",$595 ,20%
West Soda,1128299,5/8/2022,West,Colorado,Denver,Coca-Cola,$0.55 ,"5,250","$2,888 ","$1,155 ",40%
West Soda,1128299,5/9/2022,West,Colorado,Denver,Diet Coke,$0.60 ,"5,250","$3,150 ",$788 ,25%
West Soda,1128299,5/10/2022,West,Colorado,Denver,Sprite,$0.55 ,"3,500","$1,925 ",$770 ,40%
West Soda,1128299,5/11/2022,West,Colorado,Denver,Fanta,$0.55 ,"3,250","$1,788 ",$626 ,35%
West Soda,1128299,5/12/2022,West,Colorado,Denver,Powerade,$0.65 ,"3,000","$1,950 ","$1,073 ",55%
West Soda,1128299,5/13/2022,West,Colorado,Denver,Dasani Water,$0.70 ,"3,500","$2,450 ",$490 ,20%
West Soda,1128299,5/14/2022,West,Colorado,Denver,Coca-Cola,$0.55 ,"5,750","$3,163 ","$1,265 ",40%
West Soda,1128299,5/15/2022,West,Colorado,Denver,Diet Coke,$0.60 ,"5,750","$3,450 ",$863 ,25%
West Soda,1128299,5/16/2022,West,Colorado,Denver,Sprite,$0.55 ,"4,250","$2,338 ",$935 ,40%
West Soda,1128299,5/17/2022,West,Colorado,Denver,Fanta,$0.65 ,"4,000","$2,600 ",$910 ,35%
West Soda,1128299,5/18/2022,West,Colorado,Denver,Powerade,$0.75 ,"3,750","$2,813 ","$1,547 ",55%
West Soda,1128299,5/19/2022,West,Colorado,Denver,Dasani Water,$0.80 ,"5,000","$4,000 ",$800 ,20%
West Soda,1128299,5/20/2022,West,Colorado,Denver,Coca-Cola,$0.65 ,"7,000","$4,550 ","$1,820 ",40%
West Soda,1128299,5/21/2022,West,Colorado,Denver,Diet Coke,$0.70 ,"7,000","$4,900 ","$1,225 ",25%
West Soda,1128299,5/22/2022,West,Colorado,Denver,Sprite,$0.65 ,"5,000","$3,250 ","$1,300 ",40%
West Soda,1128299,5/23/2022,West,Colorado,Denver,Fanta,$0.65 ,"5,000","$3,250 ","$1,138 ",35%
West Soda,1128299,5/24/2022,West,Colorado,Denver,Powerade,$0.75 ,"4,250","$3,188 ","$1,753 ",55%
West Soda,1128299,5/25/2022,West,Colorado,Denver,Dasani Water,$0.80 ,"5,250","$4,200 ",$840 ,20%
West Soda,1128299,5/26/2022,West,Colorado,Denver,Coca-Cola,$0.40 ,"4,500","$1,800 ",$540 ,30%
West Soda,1128299,5/27/2022,West,Colorado,Denver,Diet Coke,$0.50 ,"4,500","$2,250 ",$563 ,25%
West Soda,1128299,5/28/2022,West,Colorado,Denver,Sprite,$0.50 ,"4,500","$2,250 ",$563 ,25%
West Soda,1128299,5/29/2022,West,Colorado,Denver,Fanta,$0.50 ,"3,000","$1,500 ",$450 ,30%
West Soda,1128299,5/30/2022,West,Washington,Seattle,Powerade,$0.55 ,"2,500","$1,375 ",$344 ,25%
West Soda,1128299,5/31/2022,West,Washington,Seattle,Dasani Water,$0.50 ,"5,000","$2,500 ",$500 ,20%
West Soda,1128299,6/1/2022,West,Washington,Seattle,Coca-Cola,$0.40 ,"5,500","$2,200 ",$660 ,30%
West Soda,1128299,6/2/2022,West,Washington,Seattle,Diet Coke,$0.50 ,"4,500","$2,250 ",$563 ,25%
West Soda,1128299,6/3/2022,West,Washington,Seattle,Sprite,$0.50 ,"4,500","$2,250 ",$563 ,25%
West Soda,1128299,6/4/2022,West,Washington,Seattle,Fanta,$0.50 ,"3,000","$1,500 ",$450 ,30%
West Soda,1128299,6/5/2022,West,Washington,Seattle,Powerade,$0.55 ,"2,250","$1,238 ",$309 ,25%
West Soda,1128299,6/6/2022,West,Washington,Seattle,Dasani Water,$0.50 ,"4,250","$2,125 ",$425 ,20%
West Soda,1128299,6/7/2022,West,Washington,Seattle,Coca-Cola,$0.50 ,"5,750","$2,875 ",$863 ,30%
West Soda,1128299,6/8/2022,West,Washington,Seattle,Diet Coke,$0.60 ,"4,250","$2,550 ",$638 ,25%
West Soda,1128299,6/9/2022,West,Washington,Seattle,Sprite,$0.65 ,"4,250","$2,763 ",$691 ,25%
West Soda,1128299,6/10/2022,West,Washington,Seattle,Fanta,$0.65 ,"3,250","$2,113 ",$634 ,30%
West Soda,1128299,6/11/2022,West,Washington,Seattle,Powerade,$0.70 ,"1,750","$1,225 ",$306 ,25%
West Soda,1128299,6/12/2022,West,Washington,Seattle,Dasani Water,$0.65 ,"3,750","$2,438 ",$488 ,20%
West Soda,1128299,6/13/2022,West,Washington,Seattle,Coca-Cola,$0.70 ,"5,500","$3,850 ","$1,155 ",30%
West Soda,1128299,6/14/2022,West,Washington,Seattle,Diet Coke,$0.75 ,"3,500","$2,625 ",$656 ,25%
West Soda,1128299,6/15/2022,West,Washington,Seattle,Sprite,$0.75 ,"4,000","$3,000 ",$750 ,25%
West Soda,1128299,6/16/2022,West,Washington,Seattle,Fanta,$0.60 ,"3,000","$1,800 ",$540 ,30%
West Soda,1128299,6/17/2022,West,Washington,Seattle,Powerade,$0.65 ,"2,000","$1,300 ",$325 ,25%
West Soda,1128299,6/18/2022,West,Washington,Seattle,Dasani Water,$0.80 ,"3,500","$2,800 ",$560 ,20%
West Soda,1128299,6/19/2022,West,Washington,Seattle,Coca-Cola,$0.60 ,"5,500","$3,300 ",$990 ,30%
West Soda,1128299,6/20/2022,West,Washington,Seattle,Diet Coke,$0.65 ,"4,000","$2,600 ",$650 ,25%
West Soda,1128299,6/21/2022,West,Washington,Seattle,Sprite,$0.65 ,"4,000","$2,600 ",$650 ,25%
West Soda,1128299,6/22/2022,West,Washington,Seattle,Fanta,$0.60 ,"3,000","$1,800 ",$540 ,30%
West Soda,1128299,6/23/2022,West,Washington,Seattle,Powerade,$0.65 ,"2,000","$1,300 ",$325 ,25%
West Soda,1128299,6/24/2022,West,Washington,Seattle,Dasani Water,$0.80 ,"5,000","$4,000 ",$800 ,20%
West Soda,1128299,6/25/2022,West,Washington,Seattle,Coca-Cola,$0.75 ,"7,500","$5,625 ","$1,688 ",30%
West Soda,1128299,6/26/2022,West,Washington,Seattle,Diet Coke,$0.80 ,"6,250","$5,000 ","$1,250 ",25%
West Soda,1128299,6/27/2022,West,Washington,Seattle,Sprite,$0.80 ,"6,250","$5,000 ","$1,250 ",25%
West Soda,1128299,6/28/2022,West,Washington,Seattle,Fanta,$0.80 ,"5,000","$4,000 ","$1,200 ",30%
